Gender,Age at enrollment,Displaced,International,Mother's qualification,Father's qualification,Educational special needs,Debtor,Tuition fees up to date,Scholarship holder,Unemployment rate,Inflation rate,GDP,Application order,Daytime/evening attendance,Previous qualification (grade),Admission grade,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Marital status_2,Marital status_3,Marital status_4,Marital status_5,Marital status_6,Nacionality_2,Nacionality_6,Nacionality_11,Nacionality_13,Nacionality_14,Nacionality_17,Nacionality_22,Nacionality_24,Nacionality_25,Nacionality_26,Nacionality_41,Nacionality_62,Nacionality_100,Nacionality_101,Nacionality_103,Nacionality_105,Nacionality_109,Mother's occupation_1,Mother's occupation_2,Mother's occupation_3,Mother's occupation_4,Mother's occupation_5,Mother's occupation_6,Mother's occupation_7,Mother's occupation_8,Mother's occupation_9,Mother's occupation_10,Mother's occupation_90,Mother's occupation_99,Mother's occupation_123,Mother's occupation_125,Mother's occupation_132,Mother's occupation_134,Mother's occupation_141,Mother's occupation_143,Mother's occupation_144,Mother's occupation_151,Mother's occupation_152,Mother's occupation_153,Mother's occupation_171,Mother's occupation_175,Mother's occupation_191,Mother's occupation_192,Mother's occupation_193,Mother's occupation_194,Father's occupation_1,Father's occupation_2,Father's occupation_3,Father's occupation_4,Father's occupation_5,Father's occupation_6,Father's occupation_7,Father's occupation_8,Father's occupation_9,Father's occupation_10,Father's occupation_90,Father's occupation_99,Father's occupation_102,Father's occupation_103,Father's occupation_112,Father's occupation_114,Father's occupation_122,Father's occupation_123,Father's occupation_124,Father's occupation_131,Father's occupation_135,Father's occupation_141,Father's occupation_143,Father's occupation_144,Father's occupation_151,Father's occupation_153,Father's occupation_154,Father's occupation_163,Father's occupation_171,Father's occupation_172,Father's occupation_174,Father's occupation_175,Father's occupation_181,Father's occupation_182,Father's occupation_183,Father's occupation_192,Father's occupation_193,Father's occupation_194,Application mode_2,Application mode_5,Application mode_7,Application mode_10,Application mode_15,Application mode_16,Application mode_17,Application mode_18,Application mode_26,Application mode_39,Application mode_42,Application mode_43,Application mode_44,Application mode_51,Application mode_53,Application mode_57,Course_171,Course_8014,Course_9003,Course_9070,Course_9085,Course_9119,Course_9130,Course_9147,Course_9238,Course_9254,Course_9500,Course_9556,Course_9670,Course_9773,Course_9853,Course_9991,Previous qualification_2,Previous qualification_3,Previous qualification_4,Previous qualification_5,Previous qualification_6,Previous qualification_9,Previous qualification_10,Previous qualification_12,Previous qualification_15,Previous qualification_19,Previous qualification_38,Previous qualification_39,Previous qualification_40,Previous qualification_42,Previous qualification_43
0,18,1,0,38,19,0,0,1,0,8.9,1.4,3.51,6,1,129.0,117.8,0,6,11,6,12.0,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
1,24,0,0,37,37,0,0,1,0,7.6,2.6,0.32,1,1,125.0,118.8,0,7,7,6,13.3,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
0,18,0,0,19,19,0,0,1,1,15.5,2.8,-4.06,1,1,167.0,156.2,0,6,6,6,14.333333333333334,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
0,46,0,0,37,37,0,0,1,0,11.1,0.6,2.02,1,0,133.1,113.0,0,6,13,3,12.333333333333334,0,True,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,True,False,False,False,False,False,False,0
0,19,1,0,19,37,0,0,1,1,12.7,3.7,-1.7,1,1,130.0,117.8,0,8,8,7,12.357142857142858,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
0,18,1,0,38,1,0,0,1,0,10.8,1.4,1.74,3,1,139.0,131.8,0,8,8,7,14.652857142857142,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
1,18,0,0,37,37,0,0,1,1,9.4,-0.8,-3.12,1,1,133.0,121.8,0,8,8,8,12.93875,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
0,18,1,0,38,19,0,0,1,1,10.8,1.4,1.74,1,1,135.0,121.7,0,5,7,4,11.5,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
0,20,1,0,1,1,0,0,1,1,12.4,0.5,1.79,1,1,115.0,108.0,0,6,9,5,13.0,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
1,19,1,0,1,19,0,0,1,0,8.9,1.4,3.51,6,1,127.0,120.0,0,5,6,5,12.6,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
0,19,1,0,38,37,0,0,1,0,15.5,2.8,-4.06,4,1,137.0,126.0,0,7,9,7,14.283333333333337,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
1,19,1,0,3,1,0,0,1,0,12.4,0.5,1.79,4,1,108.0,109.1,0,5,5,0,0.0,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
0,21,1,0,19,3,0,0,1,0,16.2,0.3,-0.92,1,1,140.0,159.9,2,6,14,5,13.666666666666666,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,True,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,True,False,False,0
0,20,1,0,3,3,0,0,1,0,10.8,1.4,1.74,4,1,124.0,126.1,0,5,5,5,11.4,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
1,20,1,0,38,38,0,0,1,0,16.2,0.3,-0.92,1,1,150.0,150.0,0,6,8,5,12.857142857142858,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,True,False,False,0
1,20,0,0,3,3,0,0,1,0,7.6,2.6,0.32,1,1,125.0,132.4,0,5,7,4,11.75,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
1,20,1,0,1,19,0,0,1,0,12.4,0.5,1.79,5,1,118.0,120.5,0,5,10,3,13.333333333333334,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
1,27,0,0,5,3,0,1,1,0,11.1,0.6,2.02,1,1,140.0,140.0,8,13,13,8,13.5,2,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,True,False,0
1,18,1,0,38,1,0,0,1,0,7.6,2.6,0.32,5,1,139.0,123.6,0,6,6,6,13.0,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
1,18,1,0,38,38,0,0,1,0,10.8,1.4,1.74,2,1,142.0,132.9,0,6,8,6,12.333333333333334,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
1,19,0,0,38,19,0,0,0,0,10.8,1.4,1.74,6,1,117.0,114.6,0,6,9,4,11.25,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
1,24,0,0,19,19,0,1,1,0,10.8,1.4,1.74,1,1,144.0,139.8,0,7,7,7,12.271428571428572,0,True,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,True,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
1,24,0,0,3,38,0,1,0,0,8.9,1.4,3.51,1,1,160.0,160.0,2,6,6,2,16.0,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,True,False,False,0
0,35,0,0,34,34,0,0,1,1,9.4,-0.8,-3.12,1,0,133.1,100.0,11,16,16,16,12.6875,0,True,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,True,False,False,False,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
0,20,0,1,37,37,0,0,1,0,9.4,-0.8,-3.12,1,1,148.9,148.9,0,5,6,5,11.6,0,False,0,False,False,False,False,False,False,0,0,0,True,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
0,18,1,0,38,37,0,0,0,0,12.7,3.7,-1.7,1,1,131.0,131.7,0,6,0,0,0.0,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
1,18,1,0,38,37,0,1,0,1,12.7,3.7,-1.7,1,1,168.0,155.1,0,0,0,0,0.0,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
0,21,0,0,19,1,0,0,1,0,15.5,2.8,-4.06,1,1,133.1,101.0,0,6,0,0,0.0,0,False,0,False,False,False,False,False,False,0,0,0,False,0,0,False,False,0,False,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,False,0,0,0,0,0,0,0,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,0
